id,gender,age,height,pro_vac
247ca577,0,53,158.26471069866707,0.0
9d55adb1,1,40,169.03676325695758,1.0
f7dd0a82,1,53,180.87022278453608,0.0
e39e7c61,0,54,166.27776445303712,1.0
12b05311,0,57,167.65008848483046,1.0
97b2c46a,1,53,183.16069495528203,1.0
4f96792d,0,70,158.7727296724036,1.0
415ec86c,1,47,191.6916864642466,1.0
bf05ae80,1,57,193.46664764159976,1.0
cbbacccd,1,55,177.13074173535043,1.0
8b0810db,1,34,193.52071539059864,1.0
9daac1fa,1,55,182.33499917310087,1.0
f2247084,0,48,173.96034996322925,1.0
daec62da,0,40,154.1546038645459,1.0
fffbbef1,1,41,170.00063919443627,1.0
74b67399,1,45,180.1428957491483,1.0
9e9f73f9,1,36,179.8770794021839,1.0
40d92b33,0,58,194.46475000806112,0.0
b3d7b68c,1,35,180.80198329609263,1.0
db05599d,1,55,182.89803725912762,0.0
1cd6df1f,1,53,190.61350336135092,1.0
73a13b81,0,56,165.139046512589,1.0
e35fe9df,1,49,186.10709304312823,1.0
6f39bc24,1,52,197.71797939766222,1.0
dadc5881,1,57,201.25456134047735,1.0
97177f08,1,50,190.28842496300285,1.0
5fae7482,1,45,203.18651878810303,1.0
52d83aaf,1,52,165.59134952124452,1.0
85fa954f,0,53,171.97544185489477,1.0
4480e076,1,58,197.59223337012568,1.0
b2b5294b,1,40,196.0793055466005,1.0
5d421e85,1,56,178.23746812811854,1.0
f379cd1c,0,51,168.4023993569828,1.0
c68bf49e,1,56,178.2657317391749,1.0
ab45fbb9,0,55,157.51404508892924,1.0
570cf3b7,0,57,171.96184217778355,1.0
960db29f,0,46,177.46906208255206,1.0
eba98ce4,1,54,178.25831854247656,1.0
29d4a2f4,0,62,165.4572088855294,1.0
6f388451,1,44,192.28854385860308,0.0
36b1f7bf,0,59,166.0280601064764,1.0
d71b6661,0,43,134.14139293132212,1.0
56a9e667,1,58,172.46113405284328,0.0
236b4f1c,1,60,176.77709677605645,0.0
a7faedda,1,58,188.5044710880061,1.0
851e32bd,1,45,181.111508834948,1.0
5655cdac,1,56,191.8276122723229,1.0
aa9fe626,1,67,186.64619816680803,1.0
29a9011e,1,46,194.23114771500317,1.0
87faff8c,1,43,194.7089284722943,0.0
25454f45,1,47,186.4939974460374,1.0
b8bc0e6a,0,50,165.28955604418675,1.0
e4a22ee4,1,69,191.36382001628127,1.0
01c565e6,1,46,178.5491102725228,1.0
a9361fdb,0,45,157.23588333319978,1.0
2b3a1ce9,1,45,190.15814552159912,1.0
ef20bd5a,1,40,169.3546039444451,1.0
3fbd44c1,1,39,191.27834829551637,1.0
66e9a283,1,45,181.74625038126274,1.0
cbc1656e,1,40,185.88417076143426,1.0
4f03207b,1,35,178.08040260423655,1.0
568936da,1,52,205.84938288158298,1.0
752eae3a,1,49,192.46038390105673,1.0
916bf07e,1,46,191.73049714224902,0.0
3fee04a7,1,52,192.82627035118932,0.0
ab6bbd53,1,50,199.51087075470113,1.0
3fe957b5,1,48,178.53340891151367,1.0
d0565ff7,0,56,171.36825456103506,0.0
dde51387,0,34,144.7468437698908,1.0
2a96d5ea,1,52,185.5866184721679,1.0
4061ca90,0,51,177.301562533646,1.0
746f2c9e,1,52,167.41090596336446,1.0
2cf912f8,0,42,167.28398539037565,0.0
5edaa613,1,48,203.13979843148215,1.0
38d8b908,1,50,186.1149917272615,1.0
33aeb255,0,51,153.6651184644478,0.0
7b34b75a,0,51,164.28243166908564,1.0
2263c9dc,1,55,173.84773213771814,1.0
6f19e757,1,47,180.35932390521833,0.0
beb4e182,1,45,171.03699057712421,1.0
d33ef55e,0,43,170.0629926075757,1.0
02e6244c,1,46,189.2214302976658,0.0
752079cf,0,42,154.32254161982598,0.0
757de2c2,1,58,196.54292742135812,1.0
84f7d732,0,34,165.97238818138382,1.0
f79c6b82,1,51,178.03391826918747,1.0
cbe1c553,0,51,149.4983852248383,1.0
dd4b3bd3,1,43,160.7726705198248,1.0
bda37c1c,1,63,194.62631011731958,1.0
7543ed19,1,51,184.8178101995634,0.0
16e183a4,0,53,161.73430705378027,1.0
2ac80a88,0,35,184.66845147074665,1.0
899353d5,1,54,197.00804559451467,1.0
4f79ddb2,1,69,169.65075950282133,1.0
dfee4ebc,1,50,190.88406114060234,1.0
0e45562c,0,44,163.20078450496928,1.0
7315bc2d,1,68,193.09902186854464,0.0
23f4a499,0,45,161.7252324898477,1.0
12016719,1,48,193.84273388584575,1.0
d756e9d6,1,65,189.216291343121,0.0
05d9d286,1,41,173.02003511999584,1.0
da062641,1,41,191.32513833630176,1.0
8779a500,0,61,157.60074912339434,1.0
8aadd586,0,53,162.80725225104922,0.0
ff4b61c6,0,34,180.40931712561536,0.0
9b266cae,0,29,159.9649565695786,1.0
86700036,1,40,177.9750135743825,1.0
94538cc0,1,48,199.62965476148233,1.0
c2a7413b,1,55,192.17844521525296,1.0
484c0090,1,45,156.6187963541043,1.0
a04c27c6,0,56,167.67751581007568,1.0
65b49295,1,63,189.51256075287242,1.0
3bd8fe47,1,63,168.28288808722004,1.0
9fdf58f6,0,46,152.88527040682925,0.0
3ab4f8f0,1,43,185.82417499357533,1.0
176f564e,1,52,183.32408599573708,1.0
9ba8bae1,1,49,184.02047321517855,1.0
f1e008a0,1,53,182.24619317447412,1.0
efbb8289,1,64,192.37210541396797,1.0
59ad0dd3,1,48,177.3446299391525,1.0
0ffd8363,1,55,189.96369276832132,1.0
aead7986,1,46,197.4487043951574,1.0
2160eb63,1,54,198.48117785863164,0.0
9542d832,1,50,192.66691817653756,1.0
81ab9a08,1,52,196.69588137581187,1.0
154dddc1,0,42,160.39541413326947,1.0
d4db81cd,0,50,160.8857357201735,1.0
904a37d8,0,55,166.10619863837633,1.0
3a5ecfc2,0,53,155.05693173677028,1.0
58368a88,1,49,191.21647937225532,1.0
d540905e,1,41,171.23058779355478,1.0
6b921313,1,54,189.42019435966924,1.0
cde1bc13,0,38,182.59498714201936,1.0
28fcef97,0,42,176.58638950973932,0.0
40fd91eb,1,39,177.12020143344952,1.0
3f14eb2c,0,50,171.47836036882677,1.0
e0a62f60,1,50,179.94101578279194,0.0
e21e7f2f,1,57,178.78671236579717,1.0
9a2ddf54,1,43,189.2178080073332,1.0
f25408a1,1,45,179.39308179640298,1.0
f26f5dcc,0,43,172.3457162607388,0.0
ab5f770f,0,46,166.87604873632247,1.0
0bc56c26,1,51,186.87517532019714,1.0
f71819f4,1,53,176.4670221519756,1.0
8b1f24e4,1,53,199.43545549282422,1.0
c9807265,0,52,157.2375682644273,1.0
ccbb8398,1,41,185.0672109671776,1.0
32296603,1,55,174.15774431410645,0.0
56a33a8b,1,48,198.63027296422348,1.0
83587280,1,48,175.02819456853192,1.0
fd396fcb,1,47,189.24859337291684,0.0
f5a4a902,1,56,161.0995921455457,1.0
ea8d38bf,1,61,176.69073841014512,0.0
6900afcc,1,51,182.21044604720228,1.0
6df6d836,1,49,177.32470734599488,0.0
792cba76,0,50,166.07962479051432,1.0
0b63be07,0,51,180.6163608700521,1.0
71289756,1,48,192.28229193074253,1.0
4d90a51c,1,62,186.7530310834548,1.0
f7615ee8,0,50,164.91956368382063,0.0
ec6dda6a,1,61,197.2109924868647,1.0
daf692a7,0,67,147.64084265898657,1.0
b6bfedad,0,69,158.53301016091774,1.0
c321f7e8,1,41,190.66459704531346,0.0
f0521420,1,38,183.52545861870743,1.0
6355f122,1,45,178.41112436022877,1.0
f9d8b8ee,1,55,189.19978812674177,1.0
24da1edc,1,44,187.20782006585344,1.0
97267233,1,48,170.07383558563367,1.0
0694690b,1,46,159.5749289399994,1.0
4d38ad06,1,50,197.21393060798397,0.0
30067dc3,1,54,197.75780433512995,1.0
3d220a4c,1,40,184.9745937910157,1.0
e1e2dd2c,1,53,179.61335976961263,0.0
b83565f7,0,58,149.97454207704422,1.0
5af4a3d3,1,56,180.53927275906375,1.0
05394608,1,45,182.65486089128078,0.0
9656cc73,0,39,165.32131509274228,1.0
aa226df5,1,46,193.69584630842527,0.0
fc1f1ff8,1,40,180.11693689248986,1.0
6d2c5a2f,1,48,175.16186036019272,1.0
a890817a,1,57,168.91282006301591,1.0
3bc6e007,1,44,192.07614239982317,0.0
a13c2802,1,40,179.28887403586785,1.0
34d6effd,1,54,197.08429607901908,1.0
c9a9e216,1,40,199.69817410489557,1.0
93433089,0,45,163.96282072307082,0.0
62cabb94,1,41,189.1930814748906,1.0
876588df,1,48,198.75674178369218,1.0
0aca2684,0,50,159.8289434787255,1.0
6fa1b6e3,1,43,179.7795901960338,0.0
b297240a,1,45,174.3476972824544,1.0
227f9971,1,42,190.01214816040743,1.0
b5463a6a,1,64,201.2848269012707,0.0
973b5a40,1,53,185.74987374402426,0.0
e5685718,1,48,195.9720386626262,1.0
2d5d2357,1,42,194.5499691001399,0.0
996a259f,0,57,140.82091898351104,0.0
5bbf1a3d,1,41,168.12192487768144,0.0
041bfaa9,1,40,200.6020530268246,1.0
b74a714f,1,49,198.41447247978303,1.0
acaa0033,1,38,191.66421527867053,1.0
bcc0f226,0,58,179.3323241773395,1.0
8ad5d211,1,55,180.92863188874733,1.0
9cf00c02,0,39,165.98707361413173,1.0
bd8737c8,0,52,166.0327004582932,1.0
74749c47,0,52,158.56024745346159,1.0
34a18512,0,67,157.7393630907431,0.0
e1eeddee,1,42,184.57583590496006,1.0
cfc8674a,1,33,195.35114228764428,1.0
242e1a9e,0,66,173.07892856884166,1.0
498de15d,0,49,174.90383327730575,1.0
eb1f9634,1,54,195.34203592506702,1.0
7c869011,1,44,177.03174718364136,0.0
d588fe9e,0,55,171.224191672566,1.0
f9036c73,0,55,163.12203789761466,1.0
85c42785,1,50,197.5990709223227,0.0
5edb298a,1,67,176.77266258850545,1.0
3cdad37d,1,42,172.60761242323005,1.0
e5c9fe53,1,48,193.35644942895004,0.0
0294c001,1,53,191.75105375715736,1.0
f92474ae,0,42,164.3509458304603,1.0
e9fdfafd,0,53,147.3262139280473,1.0
f710b4b4,1,47,192.79292798814936,0.0
34363fb9,0,52,166.11541706989058,1.0
b1e6f82e,1,50,168.90748327411646,1.0
431696fb,1,38,189.82078882273825,1.0
49ea0a6b,1,56,183.94684555066556,1.0
4bd66907,1,48,192.09480190057224,1.0
e88f1e24,1,44,183.4245170942561,0.0
fb242333,1,69,176.15986664757716,1.0
42816627,1,47,191.71480911191045,1.0
d3c0b4da,1,61,190.83016343022447,1.0
6b140fd5,1,57,194.09495626281182,1.0
08fba898,1,54,188.32969455891478,1.0
219078ea,0,52,163.53636271130898,1.0
d0fbdc78,0,64,152.0483773045047,1.0
815ce9f3,1,41,196.69622712166944,1.0
bc8d81c2,0,52,167.12671318683388,1.0
90e54f1b,0,57,167.7631882810399,0.0
53d3349d,1,66,187.33593888332263,1.0
efa83b0d,1,41,185.14860572692504,1.0
b01def0c,1,30,195.79677572941597,1.0
d843eae6,1,62,174.4889476401391,1.0
b53c5e84,1,52,174.86117902437175,1.0
bcbc91ce,1,65,173.09050488766968,1.0
7e057e3c,1,56,186.3487932691061,1.0
ecedcf61,1,51,186.68313637219225,1.0
b52dcf03,0,41,167.58462124933143,1.0
a1f48e3f,0,52,160.79916763023255,1.0
1c3a4b88,1,62,188.38832075767402,1.0
13678896,1,53,168.8120411358115,0.0
78bee0bf,0,33,164.84131483030748,1.0
e89efc4b,1,54,182.7960155421042,1.0
37c586d2,1,56,190.5393591009393,1.0
42dd0d15,1,55,190.32613800577857,1.0
0d95c005,1,50,169.8072558940807,0.0
48d74c04,1,44,175.02776134212755,1.0
13eca609,1,48,195.1160114655293,0.0
e8b03867,1,54,184.66564233552344,0.0
c61c9ba5,1,43,187.81052023475272,0.0
c5df9b48,1,53,182.62576350386502,1.0
71047eb6,0,51,163.02429685478967,1.0
4608720c,1,59,184.51496415085495,1.0
f1ffea12,1,52,189.12860748222613,1.0
bf21810c,0,47,154.417297640131,1.0
ea2f42ef,1,42,207.28849600712255,1.0
ecb7b7dd,0,53,165.77037293901913,1.0
2eeccace,1,58,191.58292861079417,1.0
eeb6be35,1,54,158.52982218063744,1.0
fb7b84ff,1,47,178.52337544458544,1.0
015c90ae,1,60,195.45591615208454,1.0
2e5dad64,1,49,175.29931849843743,1.0
a7ab3687,1,49,175.23625531506457,0.0
968c44f8,0,29,170.74227482771002,1.0
78dbbc91,1,49,185.71506732180228,1.0
4904fb96,1,36,192.42856894888294,0.0
5ecfce18,1,57,186.2655645514407,1.0
ac7817d6,1,45,177.21849969812902,1.0
a4b5cbc8,1,46,176.64559767069792,0.0
2540aa99,0,47,172.5927656365995,1.0
70e8297d,0,51,167.67903822583528,1.0
c9c4a048,1,47,169.81188787089468,0.0
b4e65ed2,1,46,195.92515728485563,0.0
babb29a6,0,43,167.85275312087424,0.0
a448c536,1,70,187.97135040399053,1.0
b86611e7,1,54,196.33165904601913,1.0
37ad6c42,1,52,200.49859078631158,0.0
9f491809,0,48,158.46702899122724,1.0
8c286a28,1,54,195.95036145413715,0.0
3dd2a531,0,53,149.55618941356363,1.0
d370935f,1,66,192.89066072028115,1.0
e32978c3,0,50,171.28786703833507,1.0
7364cd48,0,47,168.9232767265738,1.0
80852850,1,61,193.89354240679097,1.0
f52da507,1,46,191.77217581325743,1.0
a1b1b1af,1,48,172.69049255021642,1.0
0a7e6c2a,1,52,189.20796577514005,1.0
08be0783,1,47,164.707158083845,1.0
54f4975b,1,52,183.27046104214043,0.0
ca1fc82c,1,52,198.27528715147218,1.0
428f30ca,1,53,190.8113458530384,1.0
9df02b18,0,48,160.2900269071517,0.0
ac7f5c9d,1,62,174.16621568418498,1.0
64a1c0b3,0,49,166.16021687471334,1.0
0ba2108f,1,55,187.48660707881393,1.0
569bc0e2,0,42,172.43359393013546,0.0
1f984029,0,51,169.93063166101732,1.0
c1983498,1,59,186.61822019688793,1.0
e0ea3b5b,0,58,152.69942022596976,1.0
52ad7cb6,1,48,158.83901828400934,0.0
4e12a0d0,1,56,194.7413084122294,1.0
cd2067d3,1,38,180.03068521544603,1.0
fc4ac72d,1,50,190.84323733425285,1.0
d397f54e,0,29,161.33118105883744,1.0
644419e8,1,63,183.02106929807147,1.0
16cd1ac9,0,40,174.1219992007785,1.0
07869999,1,41,203.3226967381539,1.0
4e49b930,0,46,157.94174479374269,1.0
dd56b137,1,53,184.9298028237468,0.0
fa14b096,1,52,179.695930539917,1.0
691e6a79,1,54,206.76202740521722,1.0
9abdc123,1,50,201.22519669012414,1.0
395815b5,0,38,149.43564109460334,1.0
8e8b5640,1,59,185.03449615631118,0.0
86b77a50,1,52,193.6177392818107,1.0
8ff7556a,1,56,187.77835192421577,1.0
cf595ef5,1,52,189.17229504732856,1.0
939210a9,1,49,187.2822743448662,1.0
1d32599d,0,55,163.28275715074798,1.0
6c4db84c,0,48,160.81268685543063,1.0
8e142772,0,55,156.20228656853357,1.0
e4cef5f7,0,44,151.84094918214907,0.0
91cb6c52,0,57,177.92119926056498,1.0
72f053f7,0,55,169.986302889879,1.0
806090db,1,56,186.0454346790017,1.0
91faea87,0,36,169.96855582637826,0.0
69f38167,0,50,166.8073583105615,1.0
cdad895d,0,48,154.49072876911637,1.0
cfc6c252,1,57,184.79670502407765,1.0
559f9116,0,54,150.39376008587072,0.0
46d564f3,0,44,186.08903198940644,0.0
2ab43f5d,0,55,168.5606196574285,1.0
52ea2e04,0,51,167.7698468540765,0.0
14807463,1,47,204.0379148589845,1.0
b803e69f,1,43,169.86831004069435,0.0
cfa80f22,1,28,181.50267906779237,1.0
ec5ed8ff,0,52,153.19157916605235,1.0
d32b4587,0,41,175.67748002840287,1.0
92535ef5,0,58,169.95275771919577,1.0
3520c8a7,0,42,169.90890308876413,0.0
79b57afd,0,28,165.63069555942909,1.0
ef549ede,0,45,174.95711758325302,1.0
237307f4,1,38,192.79832983560956,1.0
65c64294,0,63,163.05950512646086,1.0
08a36b4a,1,52,191.6678882091885,1.0
1cf4ad30,1,43,184.30114662558054,1.0
4629eb6a,0,56,165.00193055629094,0.0
88af5154,1,44,190.10250436855932,1.0
500b4d77,1,49,176.86144872103563,1.0
a7dddc7d,0,46,171.83307952723658,1.0
36a598d6,1,47,181.1879637004071,0.0
fffe59f6,1,48,185.97064170594257,1.0
68718ced,1,57,187.5095884547433,1.0
8036a803,1,62,174.44359370018677,1.0
17f1205c,1,42,190.8694471052123,1.0
d516a785,0,40,140.22447594424324,1.0
b6ebe932,1,45,183.8920766788558,1.0
f8d98541,0,54,185.06203896895448,1.0
57964fd0,0,38,167.90159192750178,1.0
16465e4b,0,57,155.918157735054,1.0
f140fab0,1,50,192.37612552576462,1.0
93697821,0,51,170.29789508280427,1.0
ac779b08,1,48,198.92449805388478,1.0
e8c27f37,1,46,197.25383955753279,0.0
4b967782,0,42,183.19498828825553,1.0
94b48abe,1,24,185.6071115117518,1.0
4e037a75,1,52,183.4945019674663,1.0
c5b37ad4,0,51,167.23194995224546,1.0
baf00dfe,1,46,181.49432357027007,1.0
3bf84c04,1,45,180.70799367106326,1.0
03d7af68,0,38,177.67471148049682,0.0
925f82f5,1,47,181.60731339765678,1.0
00d92a1a,1,41,176.58547463795395,1.0
d06e4a61,0,63,151.52919134857123,1.0
c62471e8,0,60,161.76391404712314,1.0
5fb1f5c4,1,63,168.05441908189403,1.0
cd3c683c,1,52,188.91513865754757,0.0
9fd09cd2,0,37,164.34091195063988,1.0
afa54bf4,1,44,185.7690742396531,1.0
2219e918,1,53,211.87423297822804,1.0
c6feef1c,0,51,152.14211159263127,1.0
27f0d848,1,45,174.04170490074586,0.0
dcbd007d,1,58,173.85506545725048,1.0
e6f44b87,1,38,189.2217294028241,1.0
df6a30be,1,45,189.9608362546875,1.0
2230ac3c,0,38,166.42589986562197,1.0
6a600e8f,1,72,196.1352675998874,1.0
713ef245,1,54,188.5316116729431,0.0
1dcb55e6,1,45,192.61388726178342,1.0
550f230d,0,41,148.48457231985537,1.0
35172bf7,1,53,175.3133707889131,1.0
bb8c3046,0,50,165.21490039687674,1.0
69cc73fe,1,44,201.11685662797575,1.0
9c358d76,1,67,181.17319700473533,0.0
6374e35f,1,47,173.76653950058292,1.0
f614b5bb,0,37,169.00892230804547,1.0
a6c9dc33,0,40,175.99228786507013,1.0
e4b3bc38,1,38,174.18592274974347,1.0
d7f2fca2,1,44,157.2851726019618,0.0
ab65ddbb,1,47,169.91696452783316,1.0
5a4963e5,1,46,192.7335389659711,1.0
ad763d29,0,45,146.0845730131025,1.0
9a30bcd0,0,36,161.91828279504216,1.0
6335d31e,1,50,178.2792780833866,1.0
366c0c06,0,45,156.99536588852766,0.0
8f23e22d,0,54,173.14159243480267,1.0
07dc3852,1,62,190.33535964400792,1.0
3eb7f1d0,0,37,144.26981270736343,1.0
3ea155e5,1,56,194.81405010411197,0.0
15f2aa09,0,54,169.78567059377613,1.0
f9b9cb10,1,55,184.39806032796866,1.0
67192ad5,1,62,196.70936265652256,0.0
d0cee1e1,0,57,151.62908768091995,1.0
55136df2,0,43,179.27857747365638,0.0
ff3c14a8,1,42,202.5338560703851,1.0
0fb0cd87,0,39,158.72687514214715,1.0
33c1ccc6,1,67,189.26488191255592,1.0
d194a2fe,0,28,169.05470044753793,1.0
6bd8ae14,0,56,185.54761410254687,1.0
8b35ab63,0,51,151.22144762690863,1.0
abb767fd,1,63,183.78876868567085,1.0
cb4558a6,1,55,185.45678463355495,1.0
33a38d83,1,41,176.71515835087916,1.0
d4abe0d4,1,52,194.57419671445757,1.0
13bd9f80,0,44,174.06943750748363,1.0
8464fde5,1,57,191.89698580089478,1.0
dc619ed3,0,46,171.5448986439082,1.0
c2ed8a49,0,50,182.6382755286836,1.0
c6209994,1,58,185.48398913046023,1.0
f599c47e,1,45,192.8756272104415,1.0
aefd4ad3,1,54,171.99379107518686,1.0
f07a36ab,1,48,197.88544586152133,1.0
7922dcc7,0,53,166.92088181647318,1.0
cfee05b7,0,53,163.29659547817525,1.0
faedd2b3,1,45,180.57237171520336,1.0
a95fdf25,1,55,167.21034059781323,1.0
60ec914d,1,47,168.8502735598212,1.0
abd940e8,1,46,186.32539317774715,1.0
2a0a2a7c,0,39,177.32483375641993,1.0
273e0d65,1,43,184.57351704427407,1.0
d60d0c15,1,52,188.63053766808517,1.0
c3e73e54,1,37,201.48946175511344,1.0
347ffd96,1,40,171.56639911062618,1.0
aac5d87c,0,38,157.72087854310112,1.0
b1ed2268,0,41,172.62247168449028,0.0
20c83414,1,40,197.00299239106636,1.0
dd0accae,0,53,158.2099075555407,1.0
91ddad36,1,63,180.12690126799072,1.0
fcda7349,1,58,185.88721650367668,1.0
615e56a1,1,39,183.3004199999836,1.0
126ddcf2,0,45,160.04069804127573,1.0
dbe3a26f,1,52,178.73008888754055,1.0
86f41382,1,49,183.7334986714693,1.0
77b5107b,1,56,212.24498809730963,1.0
6fd08582,1,51,188.69257105099726,1.0
7bbcc919,1,53,192.4148291484207,1.0
24f788ed,0,42,151.0090186183327,0.0
83a9729a,0,45,132.16851450574768,1.0
e4960abc,1,44,186.7200214496055,0.0
dc479555,1,48,183.9971000217767,1.0
46d2a18f,0,43,149.70098587698197,1.0
cf6b0574,1,47,191.44656357703505,1.0
57c7ee0a,1,39,190.1134531760702,1.0
f8be74e0,1,57,181.29848724453265,1.0
3d8a9750,0,48,185.33786330586292,1.0
54fd0dad,1,66,184.57101427944687,1.0
e70b2b13,1,50,192.53821359568417,1.0
3257dc8f,0,54,165.98666308472457,1.0
0594a591,0,50,172.56407741439483,1.0
dd9e66bb,0,46,150.82097599272112,0.0
b0332e70,1,37,202.74682926373472,0.0
c6234c96,1,48,176.5167888824224,0.0
8c47bd02,1,60,189.72447761194204,1.0
3f6d5360,1,51,182.12907390817156,1.0
809b0908,1,34,172.7587783686268,1.0
9dd0c467,1,60,183.69037085946863,1.0
2d6fcbdf,1,54,179.73923864789305,1.0
3d2989ef,1,49,185.97728856573588,1.0
34f84c79,1,66,188.60917749604357,1.0
a3ea21e1,1,48,187.6361163895203,1.0
38f57e1e,1,59,167.51657775974806,1.0
4c346868,1,57,191.03564598697412,1.0
7ad58a6a,1,50,184.7346651254546,1.0
6d4725a9,1,42,178.77267873425362,1.0
45ffdde9,0,52,168.52288559768712,1.0
b2cbc81f,1,57,184.96132686325737,1.0
398cc976,1,47,186.47706789654913,1.0
d45c6118,0,52,165.04347567430966,1.0
87e23317,1,39,193.07948828766547,1.0
81066687,0,41,172.35445484484336,0.0
355fe20b,0,35,177.44848663143372,1.0
137cb7ec,1,52,162.4445688297747,1.0
aeee0cc0,0,34,151.77831706110317,1.0
b81e4a74,0,48,172.02277444943823,1.0
e3f26e6b,1,43,182.8833298568786,0.0
3963148c,1,54,180.10731454140074,1.0
3ed22833,1,59,207.1003819773297,0.0
46435258,0,43,133.8019771309374,1.0
2b9103c6,1,51,193.05802969915084,0.0
ca829390,1,42,188.96468138210412,1.0
46127dc2,1,55,189.90718575939604,1.0
2156c875,1,66,171.9519373779739,1.0
db9e845b,1,50,195.94758718758297,1.0
d1b5f314,1,33,185.00317621329205,1.0
3632622c,1,54,194.09596554711274,1.0
2ce68fbe,0,39,176.12892452012403,0.0
3b37dca9,0,45,170.9869726418152,0.0
6bb58d43,1,54,165.0775708409384,0.0
05cb9152,0,50,170.47975308997462,1.0
bc3a09cb,0,53,162.43431592951958,1.0
8dc945f7,0,44,174.38207690412045,1.0
72fae860,0,45,174.786879542973,1.0
589e6a40,1,57,175.81045466012537,1.0
5fa7006a,1,49,183.01524618701384,0.0
8f200abb,0,56,162.8912551340179,1.0
52e56f00,1,67,183.41404324589234,0.0
8ec5e0e4,1,42,186.33385213957973,1.0
96963c97,1,39,190.94109667200357,1.0
39cdbc99,1,62,191.70856420070953,1.0
21943731,1,40,190.0257013976991,0.0
39626603,0,43,152.06168948458085,1.0
7a034392,1,49,188.18493405734057,1.0
4c2216e1,1,34,194.71315264172227,1.0
2a11526c,1,58,199.38593603224095,1.0
4821fe52,1,47,175.15511660200133,1.0
222bab82,1,70,177.10992381023965,1.0
2dd61931,1,60,180.16078946130688,1.0
5869a07d,0,39,169.60396695522462,1.0
c8479c05,1,47,190.83095773749162,1.0
37bc3c9e,1,56,183.70319223890854,0.0
795a9569,1,49,188.47860953828376,0.0
19251a20,1,41,183.38527686595006,0.0
3ba89cc6,1,42,183.76699228893955,1.0
bd08d1ce,0,48,173.9006230992563,0.0
f9e96104,1,55,185.03334980849394,0.0
da731a68,0,59,163.67472941821129,1.0
22433258,0,57,175.79203330041346,1.0
e559ef99,0,55,161.1526829619453,1.0
ad89eb0d,1,60,203.83513475608487,1.0
8ac99676,0,58,170.58724217547032,1.0
ca7e3704,1,55,195.7633340753565,1.0
96df3418,1,45,167.48947384042674,1.0
be4a5491,1,55,193.77954830341622,1.0
0c82000e,1,30,192.82354877048647,1.0
12c756b9,1,56,165.8294129172119,1.0
f9a9bb62,1,60,184.0939020011392,0.0
7340d09e,1,45,190.3882782027071,1.0
4dc82228,1,52,199.9247057830109,1.0
5ce95883,0,53,184.09562903953187,0.0
c1fa5029,0,41,158.8417285315467,1.0
1b9a28e5,1,52,174.97902721749423,1.0
774c7a83,1,52,189.99396296231058,1.0
6ee05b95,1,64,196.64016460623017,1.0
d8251106,1,49,184.43090906162996,1.0
0d774ef0,1,57,191.3810529310958,1.0
14a45b68,0,47,174.86585564544373,0.0
0f354294,1,48,191.94665642120927,1.0
36f138ec,1,43,182.63708477952525,1.0
b5e417d1,1,56,167.1294462529844,1.0
254e0836,1,42,190.52725283771167,1.0
653cac35,0,47,164.04635128551794,0.0
0d013350,1,55,182.85261483209268,0.0
b4239f38,1,52,169.73994334385176,1.0
6b7d0521,0,33,175.7728431683325,1.0
d862ef3a,1,47,193.93239948374898,1.0
9e1b7960,0,67,169.7039777023522,1.0
8e241396,0,45,164.66478161090535,1.0
b2406173,0,44,164.7167073462902,1.0
3ca088a6,0,43,175.2921203356047,1.0
54f85c9a,1,62,193.6990591364368,1.0
7f8c0ac8,1,40,186.6543599438005,1.0
bc2b416c,1,58,181.591606385665,0.0
e5115998,1,51,187.36725046612617,1.0
89f60fd1,1,49,174.5903577301187,0.0
99dda6bc,1,62,186.9377135315269,1.0
eaa4703a,0,48,179.11497991226923,1.0
cbaac1a5,1,49,201.34410220589908,1.0
c41fb2b1,0,42,170.44446476840844,1.0
63e10f51,1,54,192.97811040537613,1.0
6734351c,0,54,178.0611996804152,0.0
f7a6bf45,1,47,195.81423328789214,0.0
89cde95c,1,54,185.37872908452007,0.0
8ba8f151,1,52,184.10167103427486,1.0
9ed98ed0,1,48,184.543627923682,1.0
075bbceb,1,44,175.5236701785593,1.0
52af65f3,1,37,182.99536763053848,1.0
e6d95609,1,49,179.52261278448006,1.0
1662cc91,1,39,183.90815560778162,1.0
6a94b84c,1,47,195.93019389802402,0.0
63860518,1,60,177.56567759372123,1.0
e09d4c55,1,32,181.76767177524417,1.0
034c3d49,1,64,182.6631102480491,1.0
554f44af,1,56,171.63795731215882,1.0
df9ad0a6,1,29,177.48031784069406,0.0
0f842d3d,1,42,185.6205004864234,1.0
a6a5c002,1,55,191.2512895856586,1.0
ec4db8b4,1,51,170.23277393945955,1.0
6149fa56,0,59,157.55308354822384,1.0
e2d5fd65,1,54,185.80185423763206,1.0
a2cf2ea0,0,31,176.60167535538451,1.0
5b089000,0,47,166.97230005506134,1.0
1f5ea580,0,45,145.17507622868493,1.0
a803eb1e,1,44,171.7436562486532,1.0
f92d3dd0,0,54,167.29094708114636,0.0
75360aee,1,38,183.522305557024,0.0
f5df8ed3,1,46,196.9213006805818,1.0
a5073df2,0,56,159.85028947161683,0.0
fadcbbb2,0,40,166.68229878198323,0.0
573c4a48,0,50,153.74239257636677,0.0
4b62fe43,0,51,184.1104712223384,1.0
949d9fdf,0,47,166.32781770669524,1.0
